"Identifier","BUnit","BUnitShortName","BUnitFullName","Cpty","CptyShortName","CptyFullName","SettleRef","SettleDate","ValueDate","CashFlowDate","SettledBy","InstructedBy","Curr","Amount","SettlementMethod","SettleMethodDescription","OurBank","OurBankRec"
"1","4410","Inmobiliaria Vistare","Inmobiliaria Vistares","COFINSA","Financiera Consolida","Financiera Consolidada, S.A.","100162","10/21/2022 12:00:00 AM","10/21/2022 12:00:00 AM","10/21/2022 12:00:00 AM","","Arturo.Alvira","USD","-40000.00000","","","CITI4005",""
"1","4410","Inmobiliaria Vistare","Inmobiliaria Vistares","COFINSA","Financiera Consolida","Financiera Consolidada, S.A.","100162","10/21/2022 12:00:00 AM","10/21/2022 12:00:00 AM","10/21/2022 12:00:00 AM","","Arturo.Alvira","USD","-40000.00000","","","CITI4005",""
"1","4410","Inmobiliaria Vistare","Inmobiliaria Vistares","COFINSA","Financiera Consolida","Financiera Consolidada, S.A.","100162","10/21/2022 12:00:00 AM","10/21/2022 12:00:00 AM","10/21/2022 12:00:00 AM","","Arturo.Alvira","USD","-40000.00000","","","CITI4005",""
"1","4410","Inmobiliaria Vistare","Inmobiliaria Vistares","COFINSA","Financiera Consolida","Financiera Consolidada, S.A.","100163","7/17/2025 12:00:00 AM","7/17/2025 12:00:00 AM","7/17/2025 12:00:00 AM","","Arturo.Alvira","USD","43561.64000","","","",""
"1","4410","Inmobiliaria Vistare","Inmobiliaria Vistares","COFINSA","Financiera Consolida","Financiera Consolidada, S.A.","100163","7/17/2025 12:00:00 AM","7/17/2025 12:00:00 AM","7/17/2025 12:00:00 AM","","Arturo.Alvira","USD","43561.64000","","","",""
"1","4410","Inmobiliaria Vistare","Inmobiliaria Vistares","COFINSA","Financiera Consolida","Financiera Consolidada, S.A.","100163","7/17/2025 12:00:00 AM","7/17/2025 12:00:00 AM","7/17/2025 12:00:00 AM","","Arturo.Alvira","USD","43561.64000","","","",""
"1","4410","Inmobiliaria Vistare","Inmobiliaria Vistares","COFINSA","Financiera Consolida","Financiera Consolidada, S.A.","100164","11/10/2022 12:00:00 AM","11/10/2022 12:00:00 AM","11/10/2022 12:00:00 AM","","Arturo.Alvira","USD","-50000.00000","","","CITI4005",""
"1","4410","Inmobiliaria Vistare","Inmobiliaria Vistares","COFINSA","Financiera Consolida","Financiera Consolidada, S.A.","100164","11/10/2022 12:00:00 AM","11/10/2022 12:00:00 AM","11/10/2022 12:00:00 AM","","Arturo.Alvira","USD","-50000.00000","","","CITI4005",""
"1","4410","Inmobiliaria Vistare","Inmobiliaria Vistares","COFINSA","Financiera Consolida","Financiera Consolidada, S.A.","100164","11/10/2022 12:00:00 AM","11/10/2022 12:00:00 AM","11/10/2022 12:00:00 AM","","Arturo.Alvira","USD","-50000.00000","","","CITI4005",""
"1","4410","Inmobiliaria Vistare","Inmobiliaria Vistares","COFINSA","Financiera Consolida","Financiera Consolidada, S.A.","100165","8/6/2025 12:00:00 AM","8/6/2025 12:00:00 AM","8/6/2025 12:00:00 AM","","Arturo.Alvira","USD","54452.05000","","","",""
"1","4410","Inmobiliaria Vistare","Inmobiliaria Vistares","COFINSA","Financiera Consolida","Financiera Consolidada, S.A.","100165","8/6/2025 12:00:00 AM","8/6/2025 12:00:00 AM","8/6/2025 12:00:00 AM","","Arturo.Alvira","USD","54452.05000","","","",""
"1","4410","Inmobiliaria Vistare","Inmobiliaria Vistares","COFINSA","Financiera Consolida","Financiera Consolidada, S.A.","100165","8/6/2025 12:00:00 AM","8/6/2025 12:00:00 AM","8/6/2025 12:00:00 AM","","Arturo.Alvira","USD","54452.05000","","","",""
"1","4410","Inmobiliaria Vistare","Inmobiliaria Vistares","COFINSA","Financiera Consolida","Financiera Consolidada, S.A.","100166","11/28/2022 12:00:00 AM","11/28/2022 12:00:00 AM","11/28/2022 12:00:00 AM","","Arturo.Alvira","USD","-50000.00000","","","",""
"1","4410","Inmobiliaria Vistare","Inmobiliaria Vistares","COFINSA","Financiera Consolida","Financiera Consolidada, S.A.","100166","11/28/2022 12:00:00 AM","11/28/2022 12:00:00 AM","11/28/2022 12:00:00 AM","","Arturo.Alvira","USD","-50000.00000","","","",""
"1","4410","Inmobiliaria Vistare","Inmobiliaria Vistares","COFINSA","Financiera Consolida","Financiera Consolidada, S.A.","100166","11/28/2022 12:00:00 AM","11/28/2022 12:00:00 AM","11/28/2022 12:00:00 AM","","Arturo.Alvira","USD","-50000.00000","","","",""
"1","4410","Inmobiliaria Vistare","Inmobiliaria Vistares","COFINSA","Financiera Consolida","Financiera Consolidada, S.A.","100167","8/24/2025 12:00:00 AM","8/24/2025 12:00:00 AM","8/24/2025 12:00:00 AM","","Arturo.Alvira","USD","54452.05000","","","",""
"1","4410","Inmobiliaria Vistare","Inmobiliaria Vistares","COFINSA","Financiera Consolida","Financiera Consolidada, S.A.","100167","8/24/2025 12:00:00 AM","8/24/2025 12:00:00 AM","8/24/2025 12:00:00 AM","","Arturo.Alvira","USD","54452.05000","","","",""
"1","4410","Inmobiliaria Vistare","Inmobiliaria Vistares","COFINSA","Financiera Consolida","Financiera Consolidada, S.A.","100167","8/24/2025 12:00:00 AM","8/24/2025 12:00:00 AM","8/24/2025 12:00:00 AM","","Arturo.Alvira","USD","54452.05000","","","",""
"1","4410","Inmobiliaria Vistare","Inmobiliaria Vistares","COFINSA","Financiera Consolida","Financiera Consolidada, S.A.","100168","12/20/2022 12:00:00 AM","12/20/2022 12:00:00 AM","12/20/2022 12:00:00 AM","","Arturo.Alvira","USD","-159908.40000","","","CITI4005",""
"1","4410","Inmobiliaria Vistare","Inmobiliaria Vistares","COFINSA","Financiera Consolida","Financiera Consolidada, S.A.","100168","12/20/2022 12:00:00 AM","12/20/2022 12:00:00 AM","12/20/2022 12:00:00 AM","","Arturo.Alvira","USD","-159908.40000","","","CITI4005",""
"1","4410","Inmobiliaria Vistare","Inmobiliaria Vistares","COFINSA","Financiera Consolida","Financiera Consolidada, S.A.","100168","12/20/2022 12:00:00 AM","12/20/2022 12:00:00 AM","12/20/2022 12:00:00 AM","","Arturo.Alvira","USD","-159908.40000","","","CITI4005",""
"1","4410","Inmobiliaria Vistare","Inmobiliaria Vistares","COFINSA","Financiera Consolida","Financiera Consolidada, S.A.","100169","9/15/2025 12:00:00 AM","9/15/2025 12:00:00 AM","9/15/2025 12:00:00 AM","","Arturo.Alvira","USD","174146.82000","","","",""
"1","4410","Inmobiliaria Vistare","Inmobiliaria Vistares","COFINSA","Financiera Consolida","Financiera Consolidada, S.A.","100169","9/15/2025 12:00:00 AM","9/15/2025 12:00:00 AM","9/15/2025 12:00:00 AM","","Arturo.Alvira","USD","174146.82000","","","",""
"1","4410","Inmobiliaria Vistare","Inmobiliaria Vistares","COFINSA","Financiera Consolida","Financiera Consolidada, S.A.","100169","9/15/2025 12:00:00 AM","9/15/2025 12:00:00 AM","9/15/2025 12:00:00 AM","","Arturo.Alvira","USD","174146.82000","","","",""
"1","6030","Renace, S. A.","Renace, S. A.","FOREIGN CO","Foreign Commerce","Foreign Commerce Bank Ltd.","100170","4/10/2023 12:00:00 AM","4/10/2023 12:00:00 AM","4/10/2023 12:00:00 AM","","Arturo.Alvira","USD","-19435331.25000","","","BACE8328",""
"1","6030","Renace, S. A.","Renace, S. A.","FOREIGN CO","Foreign Commerce","Foreign Commerce Bank Ltd.","100171","10/7/2023 12:00:00 AM","10/7/2023 12:00:00 AM","10/7/2023 12:00:00 AM","","Arturo.Alvira","USD","19962481.33000","","","",""
"1","6030","Renace, S. A.","Renace, S. A.","FOREIGN CO","Foreign Commerce","Foreign Commerce Bank Ltd.","100172","4/18/2023 12:00:00 AM","4/18/2023 12:00:00 AM","4/18/2023 12:00:00 AM","","Arturo.Alvira","USD","-7331091.78000","","","BACE8328",""
"1","6030","Renace, S. A.","Renace, S. A.","FOREIGN CO","Foreign Commerce","Foreign Commerce Bank Ltd.","100173","4/17/2024 12:00:00 AM","4/17/2024 12:00:00 AM","4/17/2024 12:00:00 AM","","Arturo.Alvira","USD","7690315.28000","","","",""
"1","1800","Avicola Villalobos","Avicola Villalobos","VALORES CM","Valores CMI, S.A.","Valores CMI, S.A.","100174","4/26/2023 12:00:00 AM","4/26/2023 12:00:00 AM","4/26/2023 12:00:00 AM","","Arturo.Alvira","GTQ","-2000000.00000","","","BACE2192",""
"1","1800","Avicola Villalobos","Avicola Villalobos","VALORES CM","Valores CMI, S.A.","Valores CMI, S.A.","100175","4/26/2024 12:00:00 AM","4/26/2024 12:00:00 AM","4/26/2024 12:00:00 AM","","Arturo.Alvira","GTQ","2112106.30000","","","",""
"1","1800","Avicola Villalobos","Avicola Villalobos","VALORES CM","Valores CMI, S.A.","Valores CMI, S.A.","100176","5/22/2023 12:00:00 AM","5/22/2023 12:00:00 AM","5/22/2023 12:00:00 AM","","Arturo.Alvira","GTQ","-6000000.00000","","","BACE2192",""
"1","1800","Avicola Villalobos","Avicola Villalobos","VALORES CM","Valores CMI, S.A.","Valores CMI, S.A.","100177","5/22/2024 12:00:00 AM","5/22/2024 12:00:00 AM","5/22/2024 12:00:00 AM","","Arturo.Alvira","GTQ","6336318.90000","","","",""
"1","4410","Inmobiliaria Vistare","Inmobiliaria Vistares","COFINSA","Financiera Consolida","Financiera Consolidada, S.A.","100178","5/19/2023 12:00:00 AM","5/19/2023 12:00:00 AM","5/19/2023 12:00:00 AM","","Arturo.Alvira","USD","-100000.00000","","","CITI4005",""
"1","4410","Inmobiliaria Vistare","Inmobiliaria Vistares","COFINSA","Financiera Consolida","Financiera Consolidada, S.A.","100178","5/19/2023 12:00:00 AM","5/19/2023 12:00:00 AM","5/19/2023 12:00:00 AM","","Arturo.Alvira","USD","-100000.00000","","","CITI4005",""
"1","4410","Inmobiliaria Vistare","Inmobiliaria Vistares","COFINSA","Financiera Consolida","Financiera Consolidada, S.A.","100178","5/19/2023 12:00:00 AM","5/19/2023 12:00:00 AM","5/19/2023 12:00:00 AM","","Arturo.Alvira","USD","-100000.00000","","","CITI4005",""
"1","4410","Inmobiliaria Vistare","Inmobiliaria Vistares","COFINSA","Financiera Consolida","Financiera Consolidada, S.A.","100179","2/12/2024 12:00:00 AM","2/12/2024 12:00:00 AM","2/12/2024 12:00:00 AM","","Arturo.Alvira","USD","103611.23000","","","",""
"1","4410","Inmobiliaria Vistare","Inmobiliaria Vistares","COFINSA","Financiera Consolida","Financiera Consolidada, S.A.","100179","2/12/2024 12:00:00 AM","2/12/2024 12:00:00 AM","2/12/2024 12:00:00 AM","","Arturo.Alvira","USD","103611.23000","","","",""
"1","4410","Inmobiliaria Vistare","Inmobiliaria Vistares","COFINSA","Financiera Consolida","Financiera Consolidada, S.A.","100179","2/12/2024 12:00:00 AM","2/12/2024 12:00:00 AM","2/12/2024 12:00:00 AM","","Arturo.Alvira","USD","103611.23000","","","",""
"1","1800","Avicola Villalobos","Avicola Villalobos","CITIBANK G","CITIBANK GT","CITIBANK GT","100180","6/15/2023 12:00:00 AM","6/15/2023 12:00:00 AM","6/15/2023 12:00:00 AM","","Arturo.Alvira","GTQ","-12813.10000","","","",""
"1","1800","Avicola Villalobos","Avicola Villalobos","CITIBANK G","CITIBANK GT","CITIBANK GT","100180","6/15/2023 12:00:00 AM","6/15/2023 12:00:00 AM","6/15/2023 12:00:00 AM","","Arturo.Alvira","GTQ","-12813.10000","","","",""
"1","1800","Avicola Villalobos","Avicola Villalobos","CITIBANK G","CITIBANK GT","CITIBANK GT","100180","6/15/2023 12:00:00 AM","6/15/2023 12:00:00 AM","6/15/2023 12:00:00 AM","","Arturo.Alvira","GTQ","-12813.10000","","","",""
"1","1800","Avicola Villalobos","Avicola Villalobos","CITIBANK G","CITIBANK GT","CITIBANK GT","100180","6/15/2023 12:00:00 AM","6/15/2023 12:00:00 AM","6/15/2023 12:00:00 AM","","Arturo.Alvira","GTQ","-12813.10000","","","",""
"1","1800","Avicola Villalobos","Avicola Villalobos","CITIBANK G","CITIBANK GT","CITIBANK GT","100180","6/15/2023 12:00:00 AM","6/15/2023 12:00:00 AM","6/15/2023 12:00:00 AM","","Arturo.Alvira","GTQ","-12813.10000","","","",""
"1","1800","Avicola Villalobos","Avicola Villalobos","CITIBANK G","CITIBANK GT","CITIBANK GT","100180","6/15/2023 12:00:00 AM","6/15/2023 12:00:00 AM","6/15/2023 12:00:00 AM","","Arturo.Alvira","GTQ","-12813.10000","","","",""
"1","1800","Avicola Villalobos","Avicola Villalobos","CITIBANK G","CITIBANK GT","CITIBANK GT","100180","6/15/2023 12:00:00 AM","6/15/2023 12:00:00 AM","6/15/2023 12:00:00 AM","","Arturo.Alvira","GTQ","-12813.10000","","","",""
"1","1800","Avicola Villalobos","Avicola Villalobos","CITIBANK G","CITIBANK GT","CITIBANK GT","100180","6/15/2023 12:00:00 AM","6/15/2023 12:00:00 AM","6/15/2023 12:00:00 AM","","Arturo.Alvira","GTQ","-12813.10000","","","",""
"1","1800","Avicola Villalobos","Avicola Villalobos","CITIBANK G","CITIBANK GT","CITIBANK GT","100180","6/15/2023 12:00:00 AM","6/15/2023 12:00:00 AM","6/15/2023 12:00:00 AM","","Arturo.Alvira","GTQ","-12813.10000","","","",""
"1","1800","Avicola Villalobos","Avicola Villalobos","CITIBANK G","CITIBANK GT","CITIBANK GT","100180","6/15/2023 12:00:00 AM","6/15/2023 12:00:00 AM","6/15/2023 12:00:00 AM","","Arturo.Alvira","GTQ","-12813.10000","","","",""
"1","1800","Avicola Villalobos","Avicola Villalobos","CITIBANK G","CITIBANK GT","CITIBANK GT","100180","6/15/2023 12:00:00 AM","6/15/2023 12:00:00 AM","6/15/2023 12:00:00 AM","","Arturo.Alvira","GTQ","-12813.10000","","","",""
"1","1800","Avicola Villalobos","Avicola Villalobos","CITIBANK G","CITIBANK GT","CITIBANK GT","100180","6/15/2023 12:00:00 AM","6/15/2023 12:00:00 AM","6/15/2023 12:00:00 AM","","Arturo.Alvira","GTQ","-12813.10000","","","",""
"1","1800","Avicola Villalobos","Avicola Villalobos","CITIBANK G","CITIBANK GT","CITIBANK GT","100180","6/15/2023 12:00:00 AM","6/15/2023 12:00:00 AM","6/15/2023 12:00:00 AM","","Arturo.Alvira","USD","100000.00000","","","",""
"1","1800","Avicola Villalobos","Avicola Villalobos","CITIBANK G","CITIBANK GT","CITIBANK GT","100180","6/15/2023 12:00:00 AM","6/15/2023 12:00:00 AM","6/15/2023 12:00:00 AM","","Arturo.Alvira","USD","100000.00000","","","",""
"1","1800","Avicola Villalobos","Avicola Villalobos","CITIBANK G","CITIBANK GT","CITIBANK GT","100180","6/15/2023 12:00:00 AM","6/15/2023 12:00:00 AM","6/15/2023 12:00:00 AM","","Arturo.Alvira","USD","100000.00000","","","",""
"1","1800","Avicola Villalobos","Avicola Villalobos","CITIBANK G","CITIBANK GT","CITIBANK GT","100180","6/15/2023 12:00:00 AM","6/15/2023 12:00:00 AM","6/15/2023 12:00:00 AM","","Arturo.Alvira","USD","100000.00000","","","",""
"1","1800","Avicola Villalobos","Avicola Villalobos","CITIBANK G","CITIBANK GT","CITIBANK GT","100180","6/15/2023 12:00:00 AM","6/15/2023 12:00:00 AM","6/15/2023 12:00:00 AM","","Arturo.Alvira","USD","100000.00000","","","",""
"1","1800","Avicola Villalobos","Avicola Villalobos","CITIBANK G","CITIBANK GT","CITIBANK GT","100180","6/15/2023 12:00:00 AM","6/15/2023 12:00:00 AM","6/15/2023 12:00:00 AM","","Arturo.Alvira","USD","100000.00000","","","",""
"1","1800","Avicola Villalobos","Avicola Villalobos","CITIBANK G","CITIBANK GT","CITIBANK GT","100180","6/15/2023 12:00:00 AM","6/15/2023 12:00:00 AM","6/15/2023 12:00:00 AM","","Arturo.Alvira","USD","100000.00000","","","",""
"1","1800","Avicola Villalobos","Avicola Villalobos","CITIBANK G","CITIBANK GT","CITIBANK GT","100180","6/15/2023 12:00:00 AM","6/15/2023 12:00:00 AM","6/15/2023 12:00:00 AM","","Arturo.Alvira","USD","100000.00000","","","",""
"1","1800","Avicola Villalobos","Avicola Villalobos","CITIBANK G","CITIBANK GT","CITIBANK GT","100180","6/15/2023 12:00:00 AM","6/15/2023 12:00:00 AM","6/15/2023 12:00:00 AM","","Arturo.Alvira","USD","100000.00000","","","",""
"1","1800","Avicola Villalobos","Avicola Villalobos","CITIBANK G","CITIBANK GT","CITIBANK GT","100180","6/15/2023 12:00:00 AM","6/15/2023 12:00:00 AM","6/15/2023 12:00:00 AM","","Arturo.Alvira","USD","100000.00000","","","",""
"1","1800","Avicola Villalobos","Avicola Villalobos","CITIBANK G","CITIBANK GT","CITIBANK GT","100180","6/15/2023 12:00:00 AM","6/15/2023 12:00:00 AM","6/15/2023 12:00:00 AM","","Arturo.Alvira","USD","100000.00000","","","",""
"1","1800","Avicola Villalobos","Avicola Villalobos","CITIBANK G","CITIBANK GT","CITIBANK GT","100180","6/15/2023 12:00:00 AM","6/15/2023 12:00:00 AM","6/15/2023 12:00:00 AM","","Arturo.Alvira","USD","100000.00000","","","",""
"1","1800","Avicola Villalobos","Avicola Villalobos","CITIBANK G","CITIBANK GT","CITIBANK GT","100181","6/15/2023 12:00:00 AM","6/15/2023 12:00:00 AM","6/15/2023 12:00:00 AM","","Arturo.Alvira","GTQ","-28147.70000","","","",""
"1","1800","Avicola Villalobos","Avicola Villalobos","CITIBANK G","CITIBANK GT","CITIBANK GT","100181","6/15/2023 12:00:00 AM","6/15/2023 12:00:00 AM","6/15/2023 12:00:00 AM","","Arturo.Alvira","GTQ","-28147.70000","","","",""
"1","1800","Avicola Villalobos","Avicola Villalobos","CITIBANK G","CITIBANK GT","CITIBANK GT","100181","6/15/2023 12:00:00 AM","6/15/2023 12:00:00 AM","6/15/2023 12:00:00 AM","","Arturo.Alvira","GTQ","-28147.70000","","","",""
"1","1800","Avicola Villalobos","Avicola Villalobos","CITIBANK G","CITIBANK GT","CITIBANK GT","100181","6/15/2023 12:00:00 AM","6/15/2023 12:00:00 AM","6/15/2023 12:00:00 AM","","Arturo.Alvira","GTQ","-28147.70000","","","",""
"1","1800","Avicola Villalobos","Avicola Villalobos","CITIBANK G","CITIBANK GT","CITIBANK GT","100181","6/15/2023 12:00:00 AM","6/15/2023 12:00:00 AM","6/15/2023 12:00:00 AM","","Arturo.Alvira","GTQ","-28147.70000","","","",""
"1","1800","Avicola Villalobos","Avicola Villalobos","CITIBANK G","CITIBANK GT","CITIBANK GT","100181","6/15/2023 12:00:00 AM","6/15/2023 12:00:00 AM","6/15/2023 12:00:00 AM","","Arturo.Alvira","GTQ","-28147.70000","","","",""
"1","1800","Avicola Villalobos","Avicola Villalobos","CITIBANK G","CITIBANK GT","CITIBANK GT","100181","6/15/2023 12:00:00 AM","6/15/2023 12:00:00 AM","6/15/2023 12:00:00 AM","","Arturo.Alvira","GTQ","-28147.70000","","","",""
"1","1800","Avicola Villalobos","Avicola Villalobos","CITIBANK G","CITIBANK GT","CITIBANK GT","100181","6/15/2023 12:00:00 AM","6/15/2023 12:00:00 AM","6/15/2023 12:00:00 AM","","Arturo.Alvira","GTQ","-28147.70000","","","",""
"1","1800","Avicola Villalobos","Avicola Villalobos","CITIBANK G","CITIBANK GT","CITIBANK GT","100181","6/15/2023 12:00:00 AM","6/15/2023 12:00:00 AM","6/15/2023 12:00:00 AM","","Arturo.Alvira","GTQ","-28147.70000","","","",""
"1","1800","Avicola Villalobos","Avicola Villalobos","CITIBANK G","CITIBANK GT","CITIBANK GT","100181","6/15/2023 12:00:00 AM","6/15/2023 12:00:00 AM","6/15/2023 12:00:00 AM","","Arturo.Alvira","GTQ","-28147.70000","","","",""
"1","1800","Avicola Villalobos","Avicola Villalobos","CITIBANK G","CITIBANK GT","CITIBANK GT","100181","6/15/2023 12:00:00 AM","6/15/2023 12:00:00 AM","6/15/2023 12:00:00 AM","","Arturo.Alvira","GTQ","-28147.70000","","","",""
"1","1800","Avicola Villalobos","Avicola Villalobos","CITIBANK G","CITIBANK GT","CITIBANK GT","100181","6/15/2023 12:00:00 AM","6/15/2023 12:00:00 AM","6/15/2023 12:00:00 AM","","Arturo.Alvira","GTQ","-28147.70000","","","",""
"1","1800","Avicola Villalobos","Avicola Villalobos","CITIBANK G","CITIBANK GT","CITIBANK GT","100181","6/15/2023 12:00:00 AM","6/15/2023 12:00:00 AM","6/15/2023 12:00:00 AM","","Arturo.Alvira","USD","220000.00000","","","",""
"1","1800","Avicola Villalobos","Avicola Villalobos","CITIBANK G","CITIBANK GT","CITIBANK GT","100181","6/15/2023 12:00:00 AM","6/15/2023 12:00:00 AM","6/15/2023 12:00:00 AM","","Arturo.Alvira","USD","220000.00000","","","",""
"1","1800","Avicola Villalobos","Avicola Villalobos","CITIBANK G","CITIBANK GT","CITIBANK GT","100181","6/15/2023 12:00:00 AM","6/15/2023 12:00:00 AM","6/15/2023 12:00:00 AM","","Arturo.Alvira","USD","220000.00000","","","",""
"1","1800","Avicola Villalobos","Avicola Villalobos","CITIBANK G","CITIBANK GT","CITIBANK GT","100181","6/15/2023 12:00:00 AM","6/15/2023 12:00:00 AM","6/15/2023 12:00:00 AM","","Arturo.Alvira","USD","220000.00000","","","",""
"1","1800","Avicola Villalobos","Avicola Villalobos","CITIBANK G","CITIBANK GT","CITIBANK GT","100181","6/15/2023 12:00:00 AM","6/15/2023 12:00:00 AM","6/15/2023 12:00:00 AM","","Arturo.Alvira","USD","220000.00000","","","",""
"1","1800","Avicola Villalobos","Avicola Villalobos","CITIBANK G","CITIBANK GT","CITIBANK GT","100181","6/15/2023 12:00:00 AM","6/15/2023 12:00:00 AM","6/15/2023 12:00:00 AM","","Arturo.Alvira","USD","220000.00000","","","",""
"1","1800","Avicola Villalobos","Avicola Villalobos","CITIBANK G","CITIBANK GT","CITIBANK GT","100181","6/15/2023 12:00:00 AM","6/15/2023 12:00:00 AM","6/15/2023 12:00:00 AM","","Arturo.Alvira","USD","220000.00000","","","",""
"1","1800","Avicola Villalobos","Avicola Villalobos","CITIBANK G","CITIBANK GT","CITIBANK GT","100181","6/15/2023 12:00:00 AM","6/15/2023 12:00:00 AM","6/15/2023 12:00:00 AM","","Arturo.Alvira","USD","220000.00000","","","",""
"1","1800","Avicola Villalobos","Avicola Villalobos","CITIBANK G","CITIBANK GT","CITIBANK GT","100181","6/15/2023 12:00:00 AM","6/15/2023 12:00:00 AM","6/15/2023 12:00:00 AM","","Arturo.Alvira","USD","220000.00000","","","",""
"1","1800","Avicola Villalobos","Avicola Villalobos","CITIBANK G","CITIBANK GT","CITIBANK GT","100181","6/15/2023 12:00:00 AM","6/15/2023 12:00:00 AM","6/15/2023 12:00:00 AM","","Arturo.Alvira","USD","220000.00000","","","",""
"1","1800","Avicola Villalobos","Avicola Villalobos","CITIBANK G","CITIBANK GT","CITIBANK GT","100181","6/15/2023 12:00:00 AM","6/15/2023 12:00:00 AM","6/15/2023 12:00:00 AM","","Arturo.Alvira","USD","220000.00000","","","",""
"1","1800","Avicola Villalobos","Avicola Villalobos","CITIBANK G","CITIBANK GT","CITIBANK GT","100181","6/15/2023 12:00:00 AM","6/15/2023 12:00:00 AM","6/15/2023 12:00:00 AM","","Arturo.Alvira","USD","220000.00000","","","",""
"1","1800","Avicola Villalobos","Avicola Villalobos","CITIBANK G","CITIBANK GT","CITIBANK GT","100182","9/14/2023 12:00:00 AM","9/14/2023 12:00:00 AM","9/14/2023 12:00:00 AM","","Arturo.Alvira","GTQ","-28074.60000","","","",""
"1","1800","Avicola Villalobos","Avicola Villalobos","CITIBANK G","CITIBANK GT","CITIBANK GT","100182","9/14/2023 12:00:00 AM","9/14/2023 12:00:00 AM","9/14/2023 12:00:00 AM","","Arturo.Alvira","GTQ","-28074.60000","","","",""
"1","1800","Avicola Villalobos","Avicola Villalobos","CITIBANK G","CITIBANK GT","CITIBANK GT","100182","9/14/2023 12:00:00 AM","9/14/2023 12:00:00 AM","9/14/2023 12:00:00 AM","","Arturo.Alvira","GTQ","-28074.60000","","","",""
"1","1800","Avicola Villalobos","Avicola Villalobos","CITIBANK G","CITIBANK GT","CITIBANK GT","100182","9/14/2023 12:00:00 AM","9/14/2023 12:00:00 AM","9/14/2023 12:00:00 AM","","Arturo.Alvira","GTQ","-28074.60000","","","",""
"1","1800","Avicola Villalobos","Avicola Villalobos","CITIBANK G","CITIBANK GT","CITIBANK GT","100182","9/14/2023 12:00:00 AM","9/14/2023 12:00:00 AM","9/14/2023 12:00:00 AM","","Arturo.Alvira","GTQ","-28074.60000","","","",""
"1","1800","Avicola Villalobos","Avicola Villalobos","CITIBANK G","CITIBANK GT","CITIBANK GT","100182","9/14/2023 12:00:00 AM","9/14/2023 12:00:00 AM","9/14/2023 12:00:00 AM","","Arturo.Alvira","GTQ","-28074.60000","","","",""
